ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,WCPA Forms,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
593053,simple,0239,,Smije?na majica legenda s 50,-1,0,visible,Smije?na majica,Smije?na majica legenda s 50 nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/legendapri50.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
593487,simple,0240,,Smije?na majica legenda s 60,-1,0,visible,Smije?na majica,?elite biti zvijezda zabave? Uz Smije?na majica legenda s 60 cete sigurno pogoditi ukus svakog tko voli zabavne i kreativne poklone.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/legendapri60.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
594355,simple,0241,,Smije?na majica nikad vi?e 19,-1,0,visible,Smije?na majica,"?elite razveseliti dragu osobu? Uz Smije?na majica nikad vi?e 19, smijeh i dobro raspolo?enje su zajamceni ? poklon koji ce se pamtiti!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec19.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
594789,simple,0242,,Smije?na majica nikad vi?e 29,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na majica nikad vi?e 29 ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec29_8_1.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
595223,simple,0243,,Smije?na majica nikad vi?e 39,-1,0,visible,Smije?na majica,Smije?na majica nikad vi?e 39 nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec39.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
595657,simple,0244,,Smije?na majica nikad vi?e 49,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na majica nikad vi?e 49 ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec49.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
596091,simple,0245,,Smije?na majica nikad vi?e 59,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na majica nikad vi?e 59 je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec59.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
596525,simple,0246,,Smije?na majica nikad vi?e 69,-1,0,visible,Smije?na majica,Smije?na majica nikad vi?e 69 nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivec69.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
596959,simple,0247,,Smije?na majica nikad vi?e (broj po ?elji),-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na majica nikad vi?e (broj po ?elji) je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/nikolivecstevilkapozelji.jpg,,,,,,,,,9,,"12,525,391,252,906",Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
597394,simple,0248,,"Smije?na majica nemam 50, imam 18 s 32 godine iskustva",-1,0,visible,Smije?na majica,"Izmamite osmijehe i odu?evljenje uz Smije?na majica nemam 50, imam 18 s 32 godine iskustva. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/free-image-resizer-cropper_63_.png,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
598696,simple,0249,,"Smije?na majica godina 40, osjecaj 30, izgled 20",-1,0,visible,Smije?na majica,"Smije?na majica godina 40, osjecaj 30, izgled 20 nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/starost40izgled30pocutje20.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
599130,simple,0250,,"Smije?na majica godina 50, osjecaj 30, izgled 20",-1,0,visible,Smije?na majica,"Smije?na majica godina 50, osjecaj 30, izgled 20 nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/starost50izgled30pocutje20.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
599564,simple,0251,,"Smije?na majica godina 60, osjecaj 40, izgled 20",-1,0,visible,Smije?na majica,"Smije?na majica godina 60, osjecaj 40, izgled 20 je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2012/04/starost60izgled40pocutje20.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
600432,simple,0252,,Smije?na majica 20 i tako mlad,-1,0,visible,Smije?na majica,"Smije?na majica 20 i tako mlad je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/20intorosnomlad_1.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
600644,simple,0253,,Smije?na majica 30 i tako mlad,-1,0,visible,Smije?na majica,"Tra?ite ne?to posebno ?to garantira dobru atmosferu? Smije?na majica 30 i tako mlad je va? savr?eni izbor za sve prilike, zabavan, duhovit i originalan.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/30intorosnomlad.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
600856,simple,0254,,Smije?na majica 40 i tako mlad,-1,0,visible,Smije?na majica,"Tra?ite ne?to posebno ?to garantira dobru atmosferu? Smije?na majica 40 i tako mlad je va? savr?eni izbor za sve prilike, zabavan, duhovit i originalan.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/40intorosnomlad.jpg,,,,,,,,,4,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
601068,simple,0255,,Smije?na majica 50 i tako mlad,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na majica 50 i tako mlad je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/50intorosnomlad.jpg,,,,,,,,,4,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
601280,simple,0256,,Smije?na majica 60 i tako mlad,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na majica 60 i tako mlad je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/60intorosnomlad.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
601492,simple,0257,,Smije?na majica 70 i tako mlad,-1,0,visible,Smije?na majica,Smije?na majica 70 i tako mlad nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/70intorosnomlad.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
601704,simple,0258,,Smije?na majica 80 i tako mlad,-1,0,visible,Smije?na majica,"Tra?ite ne?to posebno ?to garantira dobru atmosferu? Smije?na majica 80 i tako mlad je va? savr?eni izbor za sve prilike, zabavan, duhovit i originalan.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/80intorosnomlada.jpg,,,,,,,,,4,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
601916,simple,0259,,Smije?na majica 50 i kao mladic,-1,0,visible,Smije?na majica,"Smije?na majica 50 i kao mladic je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/50inkotmladenic.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
602128,simple,0260,,Smije?na majica 90 i tako mlad,-1,0,visible,Smije?na majica,"Tra?ite ne?to posebno ?to garantira dobru atmosferu? Smije?na majica 90 i tako mlad je va? savr?eni izbor za sve prilike, zabavan, duhovit i originalan.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/90intorosnomlad.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
602340,simple,0261,,Smije?na majica 60 i kao mladic,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na majica 60 i kao mladic je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/60inkotmladenic.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
602552,simple,0262,,Smije?na majica najbolji brat na svijetu,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na majica najbolji brat na svijetu je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/najboljsibratnasvetu.jpg,,,,,,,,,3,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
602764,simple,0263,,Smije?na majica najbolji djed na svijetu,-1,0,visible,Smije?na majica,Izmamite osmijehe i odu?evljenje uz Smije?na majica najbolji djed na svijetu. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/najboljsidedeknasvetu.jpg,,,,,,,,,3,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
602976,simple,0264,,Smije?na majica za tate ? najbolji tata na svijetu,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na majica za tate ? najbolji tata na svijetu ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/Smesna-majica-za-ocke-najboljsi-ocka-na-svetu.png,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
603188,simple,0265,,Smije?na majica najbolji ujak na svijetu,-1,0,visible,Smije?na majica,Smije?na majica najbolji ujak na svijetu nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/najboljsistricnasvetu.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
603400,simple,0266,,Smije?na majica najbolji punac na svijetu,-1,0,visible,Smije?na majica,"Tra?ite ne?to posebno ?to garantira dobru atmosferu? Smije?na majica najbolji punac na svijetu je va? savr?eni izbor za sve prilike, zabavan, duhovit i originalan.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/najboljsitastnasvetu.jpg,,,,,,,,,7,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
603824,simple,0267,,Smije?na majica pola stoljeca a jo? tako mlad,-1,0,visible,Smije?na majica,Izmamite osmijehe i odu?evljenje uz Smije?na majica pola stoljeca a jo? tako mlad. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/polstoletjapasetakomlad.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
604036,simple,0268,,Smije?na majica seksi abraham,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na majica seksi abraham je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2012/04/sexyabraham.jpg,,,,,,,,,9,,1252899,Vrsta in velikost majice,"Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
604460,simple,0269,,Smije?na majica 20 i tako mlada,-1,0,visible,Smije?na majica,Smije?na majica 20 i tako mlada nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",?enske majice,,,https://top-majice.hr/wp-content/uploads/2012/04/20intorosnomlada.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
604654,simple,0270,,Smije?na majica 30 i tako mlada,-1,0,visible,Smije?na majica,Izmamite osmijehe i odu?evljenje uz Smije?na majica 30 i tako mlada. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",?enske majice,,,https://top-majice.hr/wp-content/uploads/2012/04/30intorosnomlada.jpg,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
604848,simple,0271,,Smije?na majica 40 i tako mlada,-1,0,visible,Smije?na majica,"Smije?na majica 40 i tako mlada je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",?enske majice,,,https://top-majice.hr/wp-content/uploads/2012/04/40intorosnomlada.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
605042,simple,0272,,Smije?na majica 50 i tako mlada,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na majica 50 i tako mlada je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",?enske majice,,,https://top-majice.hr/wp-content/uploads/2012/04/50intorosnomlada.jpg,,,,,,,,,4,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Rumena, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
